Movie Title,Director,Main Cast
Booksmart,Olivia Wilde,"Kaitlyn Dever, Beanie Feldstein, Jessica Williams, Jason Sudeikis, Lisa Kudrow, Will Forte, Victoria Ruesga, Mason Gooding, Skyler Gisondo, Diana Silvers, Molly Gordon, Billie Lourd, Eduardo Franco, Nico Hiraga, Austin Crute, Noah Galvin, Michael Patrick O'Brien, Ben Harris, Kyle Samples, Deb Hiett, Bluesy Burke, Christopher Avila, Stephanie Styles, John Hartman, Adam Simon Krist, Gideon Lang, Ellen Doyle, Maya Rudolph, Drew B. Anderson, Olivia Cannizzo, Chelsea Debo, Adrian Favela, David Horton, Kevin Huang, Sarah Jarman, Jen Kater, Tristen Kim, Cadence Murray, Trisha Simmons, Allison Jones, Hugo Baltazar, Peter Beck, Drew Bender, Abraham Bowman, Marcella Brennan, Mary Florence Brown, James Bubb III, Robert Castillo, Scott Foster, Alex Gabel, Hannah Hurney, Jessica Gabriella Jerskey, Betty Krul, Alexia Lee, Gilchrist Macquarrie, Tony Maniaci, Alexandra Maziekien, Jeanne McIvor, Matthew McKenna, Thibault Pelletier, Katie Peña, Brenden Salmon, Marcy Silver, Tom Wagman, Diane Zurn, Emily Buntyn, Tracy Dixon, Ben Harris, Joseph Hicks, Kelly Hunt"
Wise Blood,John Huston,"Brad Dourif, John Huston, Dan Shor, Harry Dean Stanton, Amy Wright, Mary Nell Santacroce, Ned Beatty, William Hickey, J.L. Parker, Marvin Sapp, Richard Earle, Herb Kossover, Betty Lou Groover, John Tyndall, Gillaaron Houck, Philip Mixer, Sharon Johnson, Joe Dorsey, Stratton Leopold, Leonard Holmes, Daniel Albright, Tommy Alson, Harold Horne, Jim Barbee, Gene Howard, Raymond Foskey, Vicky Dyer, Elijah Perry, Ken Flower, Gladys Hill, Ray Wilkes, Dan Albright, Allan A. Apone, Don Chambers, William Finley, Bart Russell, Stratton Leopold"
Writing with Fire,"Sushmit Ghosh, Rintu Thomas","Meera Devi, Shyamkali Devi, Suneeta Prajapati"
"Small Axe: Red, White and Blue",Steve McQueen,"Neal Barry, Jack Bence, Stephen Boxer, John Boyega, Nicholas Burns, Calum Callaghan, Seroca Davis, Liam Garrigan, Sutara Gayle, Joshua Hill, John Hodgkinson, Tyrone Huntley, Conor Lowson, Tom Mahy, Nadine Marshall, Neil Maskell, Steve Nicolson, Tut Nyuot, Samuel Oatley, Jaden Oshenye, Ciarán Owens, Corey Peterson, Joy Richardson, Eddie-Joe Robinson, Mark Stanley, Jim Sturgeon, Antonia Thomas, Steve Toussaint, Nathan Vidal, Assad Zaman, Stuart Cooke, Robert Godley-Harrod, Ty Hurley, Tyrone Jeffers, Christian King, Nick Owenford, Brian Rodger, Atul Sharma, Luke Willis, Gary Davy, Alex Howes, Matthew Janion, Jessica Straker, Davida Wilkins"
Ascension,Jessica Kingdon,
Lantana,Ray Lawrence,"Anthony LaPaglia, Rachael Blake, Kerry Armstrong, Manu Bennett, Melissa Martinez, Owen McKenna, Nicholas Cooper, Marc Dwyer, Puven Pather, Lionel Tozer, Glenn Suter, Leah Purcell, Barbara Hershey, Natasha Guthrie, James Cullington, Geoffrey Rush, Peter Phelps, Ashley Fitzgerald, Vince Colosimo, Daniela Farinacci, Keira Wingate, Russell Dykstra, Angus Cripps, William Cripps, Kay Armstrong, Glenn Robbins, Jacomb Borra, Ben Mortley, Gabriella Maselli, Richard Morecroft, Lani John Tupu, Lesley Hancock, Angus McGuigan, Michael Di Nuzzo, Greg Eccleston, Susie Maizels, Sarah Beardsall, Amanda Knight"
The Friends of Eddie Coyle,Peter Yates,"Robert Mitchum, Peter Boyle, Richard Jordan, Steven Keats, Alex Rocco, Joe Santos, Mitchell Ryan, Peter MacLean, Kevin O'Morrison, Marvin Lichterman, Carolyn Pickman, James Tolkan, Margaret Ladd, Matthew Cowles, Helena Carroll, Jack Kehoe, Jan Egleson, Jane House, Michael McCleery, Alan Koss, Dennis McMullen, Judith Ogden Cabot, Robert Anthony, Gustave Johnson, Sheldon Feldner, Ted Maynard, Lloyd Bremseth, Ben Lautman, Bobby Orr, Falko Schilling, Donald Warnock, Marion Dougherty, Vic Ramos, Vic Ramos"
Reality,Matteo Garrone,"Aniello Arena, Loredana Simioli, Nando Paone, Nello Iorio, Nunzia Schiano, Rosaria D'Urso, Giuseppina Cervizzi, Claudia Gerini, Raffaele Ferrante, Paola Minaccioni, Ciro Petrone, Salvatore Misticone, Vincenzo Riccio, Martina Graziuso, Alessandra Scognamillo, Yohana Allen, Berta Bertè, Angelica Borghese, Carlo Del Sorbo, Arturo Gambardella, Damiano Verrocchi, Marita D'Elia, Ilena Aquino, Luigi Palmulli, Chiara Polizzi"
Séraphine,Martin Provost,"Yolande Moreau, Ulrich Tukur, Anne Bennent, Geneviève Mnich, Adélaïde Leroux, Nico Rogner, Françoise Lebrun, Hélène Hardouin, Serge Larivière, Léna Breban, Sandrine Bodenes, Muriel Riou, Dominique Pozzetto, Josette Ménard, Xavier Pottier, Jean-Pascal Abribat, Anne Benoît, Corentin Lobet, Serge Gaborieau, Frédéric Révérend, Rosine Favey, Marie-Noëlle Révérend, Joëlle Bobbio, Sophie Raive, Michel Sailly, Francis Lacloche, Christine Garrivet, Brigitte Moidon, Franzo Curcio, Marie-France Michel"
Oliver Twist,Roman Polanski,"Barney Clark, Jeremy Swift, Ian McNeice, Richard Durden, Timothy Bateson, Andy de la Tour, Filip Hes, Andreas Papadopoulos, Laurie Athey, Joe Tremain, Peter Copley, Andy Linden, John Nettleton, Tony Noble, Michael Heath, Gillian Hanna, Teresa Churcher, Chris Overton, Gerard Horan, Morgane Polanski, Liz Smith, Harry Eden, Levi Hayes, Ben Kingsley, Lewis Chase, Leanne Rowe, Ophelia Lovibond, Elvis Polanski, Edward Hardwicke, Patrick Godfrey, Anezka Novak, Andy Camm, Alun Armstrong, Frank Mills, Jamie Foreman, Turbo, David Meeking, Frances Cuka, Paul Brooke, Andrea Miltner, Kaeren Revell, Kay Raven, Mark Strong, Jake Curran, Lizzy Le Quesne, Robert Orr, Paul Eden, Nick Stringer, James Babson, Richard Ridings, Celestia Fox, Nancy Bishop, Jirí Hrstka, Alex Johnson, Sarah Parfitt, Olga Záhorbenská, Abigail Barbier, Louis Elman, Noelle Trkulja"
49 Up,"Michael Apted, Paul Almond","Bruce Balden, Jacqueline Bassett, Symon Basterfield, Andrew Brackfield, John Brisby, Suzanne Dewey, Charles Furneaux, Nicholas Hitchon, Neil Hughes, Lynn Johnson, Paul Kligerman, Susan Sullivan, Tony Walker, Michael Apted, Peter Davies"
BPM (Beats Per Minute),Robin Campillo,"Nahuel Pérez Biscayart, Arnaud Valois, Adèle Haenel, Antoine Reinartz, Félix Maritaud, Ariel Borenstein, Aloïse Sauvage, Simon Bourgade, Médhi Touré, Simon Guélat, Coralie Russier, Catherine Vinatier, Théophile Ray, Saadia Bentaïeb, Jean-François Auguste, Samuel Churin, Julien Herbin, Mehdi Rahim-Silvioli, Bachir Saïfi, François Rabette, Kevin Dez, Emmanuel Pierre, Cécile Dominjon, Julien Kurtz, Yves Heck, Pauline Guimard, Emmanuel Ménard, Vincent Vasseur, Iwan Lambert, Jean-Christophe Brétignière, Pascal Tantot, Mathieu Barthel, Sarah Teper, Edéa Darcque, Aurore Corominas, David Aboucaya, Jérôme Clément-Wilz, Sabrina Aliane, Naëlle Dariya, Caroline Piette, Jean-Damien Détouillon, Camille Garnier, Valentin Villatte, Anatole Jordan, Eric Paradisi, Mathieu Tune, Marco Horanieh, Jean-Noël Martin, Cédric Derlyn, Emmanuel Dehaene, Karine Dogliani, Rami Kabteni, Christophe Truchi, Simon Gourmelin, Aline Chaud, Cyril Patoux, Laurent Cotillard, Cédric Villain, Erwan Codevelle, Marc Raffray, Franck Guérin, Thibault Carchon, Lucas Caudron, Bastien Larribau, Axel Ducret, Claire Guillon, Sébastien Lozach, Leila Fournier, Sarah Teper, Elora Thevenet, Julien Aubinet, Chouchane Bakirel, Simon Brouat, Sandra Castello, Jerome Fortier, Quentin Millot, Jacques Audiard, Stéphanie Barneix, Fanny Barrot, Frédéric Baudonnière, Sébastien Beffa, Pierre Bergé, Stéphane Bertrand, Anthony Bobeau, Olivier Bocquet, Caroline Bonmarchand, Joëlle Bouchet, Ludovic Bouchet, Chloé Bouillol, Pascale Breton, Nicolas Brigaud-Robert, Marc Brugerolles, Thomas Bruneteau, Gregory Bubenheimer, Rémi Burah, Antonia Buresi, Claire Burger, Pauline Buron, Patrick Bézier, Monique Cabaret, Laurent Cantet, Frédéric Capelli, Jean-Guillaume Caplain, Valérie Castinetti, Bruno Charton, Sébastien Colin, Catherine Corsini, Bénédicte Couvreur, Teresa Cremici, Alexis Dantec, Sophie de Saint-Louvent, Bruno Deloye, Dominique Deschavanne, Nelly Dhoutaut, Nicolas Dumont, Anne-Gaëlle Duriez, Anouk Eismann-Tuleu, Kamel El-Djatou, Alexis Ertzbischoff, Renaud Fages, Cécile Felsenberg, Marina Foïs, Olivier Frachet, Emilie Fromont, Gilles Gaillard, Rafaële Garcia, Catherine Gauthier, Stephanie Gavardin, Myléne Ghariani, Hugo Godart, Yves Grenu, Jean-Pierre Guerrieri, Myriam Hacene, François Houyez, Tommy Hubert, Yoan Jacckel, Denis Jaillet-Marsigny, Magali Jammet, Libia Laborde, Jean-Michel Laurent, Max Le Disez, Karine Lehongre, Rémy Leloup, Didier Lestrade, Cosette Liebgott, Josiane Lussiana, Isabelle Madelaine, Jérôme Maintenant, Caroline Malecot, Alexandre Mallet-Guy, Isabelle Mangallon, Bruno Maquerre, Gilles Marchand, Christophe Martet, Marie Masmonteil, Julien Meesters, Julitte Michel, Annie Milana, Sandra Mirimanoff, Sophie Morlon, Remy Mouillet, Sébastien Msika, Agnès Nageotte, Judith Nora, Chiara Nora-Dreyfus, Cécile Négrier, Anne Olivet, Jérôme Parlange, Isabelle de La Patellière, Élisabeth Perez, Sylvie Pialat, Alain Pierre, Claude Piriou, Virginie Polanski, Olivier Père, Philippe Roingeard, Marie Pierre Delabrière, Thibaut Louvrier, Vanessa Seydoux, Eiji Yamazaki"
The Joy Luck Club,Wayne Wang,"Kieu Chinh, Tsai Chin, France Nuyen, Lisa Lu, Ming-Na Wen, Tamlyn Tomita, Lauren Tom, Rosalind Chao, Chao Li Chi, Melanie Chang, Victor Wong, Lisa Connolly, Vu Mai, Ying Wu, Meijuan Xi, Guo-Rong Chin, Hsu Ying Li, Irene Ng, Qugen Cao, Anie Wang, Yan Lu, Boffeng Liang, William Gong, Diana C. Weng, Yuan-Ho C. Koo, Zhi Xiang Xia, Dan Yu, Christopher Rich, Nicholas Guest, Kim Chew, Jason Yee, Ya Shan Wu, Samantha Haw, Feihong Yu, Russell Wong, Grace Chang, Michael Paul Chan, Philip Moon, Melissa Tan, Yi Ding, Emmy Yu, Vivian Wu, Lucille Soong, You Ming Chong, Fen Tian, Lena Zhou, Jeanie Lee Wu, Andrew McCarthy, Jack Ford, Diane Baker, Tian-Ming Wu, Elizabeth Sung, Eva Shen, Sheng Yu Ma, Sheng Wei Ma, Eric Chun, Vicki Jean Clark, Howard Fong, Tony Goldmark, Maggie Grant, Jody Millard, Amy Tan, Risa Bramon Garcia, Heidi Levitt, Juel Bestrop, Laura Folger, Robin Gurland, Karen Johnston, Mikella Kievman, Ellen Parks, Mary Vernieu, Kate Dunn Kennedy"
Withnail & I,Bruce Robinson,"Richard E. Grant, Paul McGann, Richard Griffiths, Ralph Brown, Michael Elphick, Daragh O'Malley, Michael Wardle, Una Brandon-Jones, Noel Johnson, Irene Sutcliffe, Llewellyn Rees, Robert Oates, Anthony Wise, Eddie Tagoe, Joyce Everson, Alecia St Leger, Fred Wood, Mary Selway"
The Postman Always Rings Twice,Bob Rafelson,"Jack Nicholson, Jessica Lange, John Colicos, Michael Lerner, John P. Ryan, Anjelica Huston, William Traylor, Thomas Hill, Jon Van Ness, Brian Farrell, Raleigh Bond, William Newman, Albert Henderson, Ken Magee, Eugene Peterson, Don Calfa, Louis Turenne, Charles B. Jenkins, Dick Balduzzi, John Furlong, Sam Edwards, Betty Cole, Joni Palmer, Ron Flagge, Lionel Mark Smith, Brion James, Frank Arno, Virgil Frye, Kenneth Cervi, Chris Rellias, Theodoros A. Karavidas, Basil J. Fovos, Nick Hasir, Demetrios Liappas, James O'Connell, William H. McDonald, Elsa Raven, Kopi Sotiropulos, Tom Maier, Glenn Shadix, Tani Guthrie, Carolyn Coates, Jim S. Cash, Christopher Lloyd, James P. Axiotis, Linda Bastiaannet, Morgan Blanchard, Luther Fear, Chuck Liddell, Terry Liebling, Barbara Lambertson"
To Leslie,Michael Morris,"Andrea Riseborough, Drew Youngblood, Tom Virtue, Lauren Letherer, Sewell Whitney, Pramode Kumar, Blake Robbins, Brandee Steger, Chris Jones, Owen Teague, Alan Wells, Alan Trong, Catfish Jean, Stephen Root, Allison Janney, James Landry Hébert, Scott Peat, Scott Subiono, Francisco Javier Gomez, Mac Brandt, Marc Maron, Andre Royo, John Gilbert, Juan Francisco Villa, Arabella Grant, Kourtney Amanda, Dev Edwards, Deacon North, Alessandra Perez, Matt Lauria, Barclay DeVeau, Fernanda Alejandre, Lincoln Bodin, Ren Burttet, Juan Carlos Cantu, Maggie Carney, Mark Casimir Dyniewicz Jr., Micah Fitzgerald, Kevin Fleenor, Clayton Hoff, Mathew Trent Hunnicutt, James Hunter, Josh Johnston, Grace Arabella Lee, Luke Matheis, Paris Nicole, Jack O'Connor, Jeanette O'Connor, Marcelo Olivas, Brennon Peters, Charlotte Raith, Pablo Ramos, Vince Reign, Paula Rhodes, Evan Richards, Stephanie Wong, Arlie Day, Sande Alessi, Christina Blevins, Beau Byron, Dann Fink, Bruce Winant"
American Beauty,Sam Mendes,"Kevin Spacey, Annette Bening, Thora Birch, Wes Bentley, Mena Suvari, Peter Gallagher, Allison Janney, Chris Cooper, Scott Bakula, Sam Robards, Barry Del Sherman, Ara Celi, John Cho, Fort Atkinson, Sue Casey, Kent Faulcon, Brenda Wehle, Lisa Cloud, Alison Faulk, Krista Goodsitt, Lily Houtkin, Carolina Lancaster, Mona Leah, Chekesha Van Putten, Emily Zachary, Nancy Anderson, Reshma Gajjar, Stephanie Rizzo, Heather Joy Sher, Chelsea Hertford, Amber Smith, Joel McCrary, Marissa Jaret Winokur, Dennis Anderson, Matthew Kimbrough, Erin Cathryn Strubbe, Thomas J Armstrong, Bruce Cohen, Elaine Corral Kendall, David C. Fisher, James Hunter, Spencer Kayden, Tom Miller, Ronald Reagan, Debra Zane, Raquel Osborne, Terri Taylor"
Beanpole,Kantemir Balagov,"Viktoria Miroshnichenko, Vasilisa Perelygina, Andrey Bykov, Igor Shirokov, Konstantin Balakirev, Kseniya Kutepova, Alyona Kuchkova, Timofey Glazkov, Veniamin Kac, Olga Dragunova, Denis Kozinets, Alisa Oleynik, Dmitri Belkin, Lyudmila Motornaya, Anastasiya Khmelinina, Viktor Chuprov, Vladimir Verzhbitskiy, Vladimir Morozov, Vladimir Golov, Anna Golenko"
Kagemusha,Akira Kurosawa,"Tatsuya Nakadai, Tsutomu Yamazaki, Ken'ichi Hagiwara, Jinpachi Nezu, Hideji Ôtaki, Daisuke Ryû, Masayuki Yui, Kaori Momoi, Mitsuko Baishô, Hideo Murota, Takayuki Shiho, Kôji Shimizu, Noboru Shimizu, Sen Yamamoto, Shuhei Sugimori, Kota Yui, Yasuhito Yamanaka, Kumeko Otowa, Tetsuo Yamashita, Kai Atô, Takashi Ebata, Hiroshi Shimada, Yû Shimaka, Toshiaki Tanabe, Yoshimitsu Yamaguchi, Eiichi Kanakubo, Akihiko Sugizaki, Yugo Miyazaki, Masatsuga Kuriyama, Norio Matsui, Jirô Yabuki, Yasushi Doshida, Takashi Watanabe, Nobaru Sone, Eihachi Ito, Senkichi Ômura, Takashi Shimura, Kamatari Fujiwara, Shû Nakajima, Francis Selleck, Gorô Yamada"
Blade Runner,Ridley Scott,"Harrison Ford, Sean Young, Rutger Hauer, Edward James Olmos, M. Emmet Walsh, Daryl Hannah, William Sanderson, Brion James, Joe Turkel, Joanna Cassidy, James Hong, Morgan Paull, Kevin Thompson, John Edward Allen, Hy Pyke, Kimiko Hiroshige, Bob Okazaki, Carolyn DeMirjian, Ben Astar, Judith Burnett, Tony Cox, Leo Gorcey Jr., Dawna Lee Heising, Sharon Hesky, Kelly Hine, Tom Hutchinson, Leroy Jones, Charles Knapp, Rose Mascari, Sharon Miller, Jirô Okazaki, Steve Pope, Robert Reiter, Alexis Rhee, Dee Giffin Scott, Marc Smith, Jane Feinberg, Mike Fenton, Marci Liroff, Tim Angulo, Michael Backauskas, Robert D. Bailey, Don Baker, Philip Barberio, Jill Bogdanowicz, Christian Boudman, Tom Burton, Diane Caliva, Elizabeth Carlon, Charles Cowles, Tom Cranham, Lisa Deaner, Debbie Denise, David Dryer, Syd Dutton, Bud Elam, Michael L. Fink, Linda Fleisher, Stephen Fog, Collin Fowler, Joyce Goldberg, David Grafton, Robert Hall, David R. Hardberger, Alan Harding, Jack Hinkle, Richard E. Hollander, Richard R. Hoover, Ian Hunter, Diana Stulic Ibanez, Karen Krause, Ronald Longo, Fumi Mashimo, Tim McHugh, Kelvin McIlwain, Gregory L. McMurry, Virgil Mirano, Thomas Nittmann, Luke O'Byrne, Joshua Pines, Thomas R. Polizzi, George Polkinghorne, Gary Randall, Richard Rippel, Jonathan Rothbart, David Sanger, Georgia Scheele, John Scheele, Robert Spurlock, Mark Stetson, David K. Stewart, Catherine Sudolcan, Tama Takahashi, David Takayama, Bill Taylor, Peter Truckel, Douglas Trumbull, Patrick Van Auken, James Warren, John C. Wash, Evans Wetmore, Edson Williams, Matthew Yuricich, Richard Yuricich, Ryan Zuttermeister, Isa Alsup, Daphne Apellanes-Ackerson, Thomas Baker, Dana Basinger, Jerry Castro, Craig Chandler, Steve Cho, Trent Claus, Joe C. D'Amato, Tim Dobbert, Rama Dunayevich, Leslie Ekker, Bill George, Rocco Gioffre, Julieta Gleiser, Daniel Gloates, Joanna Goldfarb, Monique Gougeon, Rich Grande, Timothy Gross, Martyn Hall, Sunghwan Hong, Jeffrey Jasper, Michelle Kater, Bill Kent, Benjamin Kutsko, Ivan Landau, Diana K. Lee, Soyoun Lee, Stuart T. Maschwitz, Michael McMillen, Dan McNamara, Michele Moen, Jarrod Nesbit, Valorie Massalas"
Harmonium,Kôji Fukada,"Tadanobu Asano, Mariko Tsutsui, Taiga Nakano, Momone Shinokawa, Kana Mahiro, Takahiro Miura, Kanji Furutachi"
Bob Dylan: Dont Look Back,D.A. Pennebaker,"Bob Dylan, Albert Grossman, Bob Neuwirth, Joan Baez, Alan Price, Tito Burns, Donovan, Derroll Adams, Jones Alk, Howard Alk, Chris Ellis, Terry Ellis, Marianne Faithfull, Allen Ginsberg, John Mayall, Brian Pendleton"
Fireworks Wednesday (2006),Asghar Farhadi,"Hamid Farrokhnezhad, Hediyeh Tehrani, Taraneh Alidoosti, Pantea Bahram, Sahar Dolatshahi, Houman Seyyedi, Matin Heydarinia, Mehran Mahram, Behshad Sharifian, Forough Ghajabagli, Foad Hosseini, Kamihejazi, Mohamad Ramezani Pour, Lida Ranjbaran"
All the President's Men,Alan J. Pakula,"Dustin Hoffman, Robert Redford, Jack Warden, Martin Balsam, Hal Holbrook, Jason Robards, Jane Alexander, Meredith Baxter, Ned Beatty, Stephen Collins, Penny Fuller, John McMartin, Robert Walden, Frank Wills, F. Murray Abraham, David Arkin, Henry Calvert, Dominic Chianese, Bryan Clark, Nicolas Coster, Lindsay Crouse, Valerie Curtin, Gene Dynarski, Nate Esformes, Ron Hale, Richard Herd, Polly Holliday, James Karen, Paul Lambert, Frank Latimore, Gene Lindsey, Anthony Mannino, Allyn Ann McLerie, James Murtaugh, John O'Leary, Jess Osuna, Neva Patterson, George Pentecost, Penny Peyser, Joshua Shelley, Sloane Shelton, Lelan Smith, Jaye Stewart, Ralph Williams, George Wyner, Leroy Aarons, Donnlynn Bennett, Stanley Bennett Clay, Carol Coggin, Laurence Covington, John Devlin, John Furlong, Sidney Ganis, Amy Grossman, Cynthia Herbst, Basil Hoffman, Mark Holtzman, Jamie Smith-Jackson, Barbara Lipsky, Doug Llewelyn, Jeff MacKay, Irwin Marcus, Greg Martin, Ron Menchine, Christopher Murray, Jess Nadelman, Noreen Nielson, Florence Pepper, Barbara Perlman, Louis Quinn, Peter Salim, Shawn Shea, Marvin Smith, Pam Trager, Carol Trost, Richard Venture, Bill Willens, Wendell Wright, Spiro Agnew, Al Beaudine, Gary Bohn, Warren Burger, Stephen Burnette, Marcello Clay, Edward Coch Jr., Bob Courts, Walter Cronkite, Cara Duff-MacCormick, Thomas Eagleton, Len Felber, Gerald Ford, Mel Gold, Bart Greene, Francine Henderson, Eugene Jackson, Richard Kleindienst, Pauline Lum, Clark MacGregor, Robert S. Mills, Pat Nixon, Alan Shayne, Isabel Halliburton"
Prizzi's Honor,John Huston,"Jack Nicholson, Kathleen Turner, Robert Loggia, John Randolph, William Hickey, Lee Richardson, Michael Lombard, Anjelica Huston, George Santopietro, Lawrence Tierney, CCH Pounder, Ann Selepegno, Vic Polizos, Dick O'Neill, Sully Boyar, Antonia Vasquez, Tomasino Baratta, John Calvani, Murray Staff, Joseph Ruskin, Raymond Serra, Seth Allen, Dominic Barto, Teddi Siddall, Tom Signorelli, Ray Iannicelli, Stanley Tucci, Themi Sapountzakis, Debra Kelly, Scott Campbell, Beth Raines, Michael Sabin, Michael Tuck, Michael Fischetti, Kenneth Cervi, Marlene D. Williams, Joe Kopmar, Erasmus C. Alfano, Peter D'Arcy, Thomas Lomonaco, Bill Brecht, Enzo Citarelli, John P. Codiglia, Henry Fehren, Alexandra Ivanoff, Skip O'Brien, Theodore Theoharous, Jonathan L. Arland, Rueben Gonzáles, Luis Accinelli, Danielle Frederick, Jeanne Morrissey, Chris Strong, Scott Atkins, Matteo Cafiso, Julia Campanelli, Vince Cecere, John De Bello, Tony Devon, Anton Evangelista, Annabelle Larsen, Mark Lotito, Lou Mastantuono, Gordon Nail, Garry Pastore, Bonnie Rose, John Sagona, Eric Seltzer, Jared Simon, Mike Tremont, Nick Vallelonga, Alixe Gordin, Sylvia Fay, Stacy Mandelberg, Lisa M. Marfleet, Cal Saint John"
Far From Heaven,Todd Haynes,"Julianne Moore, Dennis Quaid, Dennis Haysbert, Patricia Clarkson, Viola Davis, James Rebhorn, Bette Henritze, Michael Gaston, Ryan Ward, Lindsay Andretta, Jordan Nia Elizabeth, Kyle Timothy Smith, Celia Weston, Barbara Garrick, Olivia Birkelund, Stevie Ray Dallimore, Mylika Davis, Jason Franklin, Gregory Marlow, C.C. Loveheart, June Squibb, Laurent Giroux, Alex Santoriello, Matt Malloy, J.B. Adams, Kevin Carrigan, Chance Kelly, Declan Baldwin, Brian Delate, Pamela Evans Haynes, Joe Holt, Ben Moss, Susan Willis, Karl Schroeder, Lance Olds, Johnathan McClain, Nicholas Joy, Virl Andrick, Jezabel Montero, Geraldine Bartlett, Ernest Rayford, Duane McLaughlin, Betsy Aidem, Mary Anna Klindtworth, Ted Neustadt, Thomas Torres, Blondell Cooper, Dwight D. Eisenhower, Tracee Darcelle, Fabrizio Fante, Ben Hauck, Spencer Kayden, Michael Linstroth, Kevin Kean Murphy, Sarah Beth Nelson, Laralu Smith, John H. Tobin, Kristen Vermilyea, Jennifer Weedon, Laura Rosenthal, Derrick Alford, JoAnn Atwood, Robert Barnett, Eric Bart, James Boniece, Douglas Bowen, Paul Candrilli, Ralph Contrado, Michele Corn, Eva P. Davy, Rena DeAngelo, Alex DiGerlando, Paul George Divone, James Donahue, Bridget Drummond, Marcial Garlitos, Alison Gilham, Harvey Goldberg, Charles Goodman, Jonathan Graham, Roman Greller, Tom Grunke, Sandy Hamilton, Joanna Hartell, James Hoff, Dana Hook, Bruno Jakob, Janet Kalas, Henry Kaplan, Brad Katz, Lisa Kennedy, Myron Kerstein, Claire Kirk, Mort Korn, Gordon Krause, Rob Landoll, Roger Lang, Steven E. Lawler, Elizabeth Linn, Jeff Lomaglio, Michael Loonam, Miguel López-Castillo, James Maiello, Timothy Main, Jeffrey D. McDonald, Michael A. McFadden, Timothy Metzger, Nick Miller, Ronald Miller, Kris Moran, Don Nace, Quang Nguyen, Mel Noped, Michael O'Dell Green, Janine Pesce, Romano C. Pugliese, Charles Quinlivan, Paul Ramirez, Malcolm Reid, Lawrence Robinson, James Sadek, Johnny Santiago, Will Scheck, Elaine Schindler, Mark Paul Selemon, Richard A. Sirico, Jennifer Snoeyink, Beth Solin, Jonathan Swain, Robert Vaccariello, Holly Watson, Thomas White, Anthony Baldasare, Stephen Barth, Paul Camarro, Brent Godek, Krista Bogetich, Karen E. Etcoff, Bill Tripician, Ali Farrell"
